ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
BCT.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,14379462656.0,18.582,0.33625,0.6167521,0.012,0.14017001,3.367,7.81,23964953000.0,7757829000.0,1922790354.0,2024-09-30,-452804000.0,0.141,0.28140088583310213,65.25,71.5,0.13371781686137577,0.060612286589492685,-0.03148963287658473,5.9754161331626126,8.354673495518567,0.9125874125874126,0.2847816091954023
BDMS.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,381561602048.0,0.568,0.14423001,3.8245034,19.737,0.1674,1.027,0.97,124072062000.0,641861000.0,20283210906.0,2024-09-30,2786489500.0,0.1148,0.8379498409408963,23.399999618530273,25.686206817626953,0.05315841740136209,0.16263790295490904,0.007302856170651739,23.538143936629147,24.123710946938427,0.9109947523459249,0.02427350466921398
BEAUTY.bk,SET,2025-02-05,Household & Personal Products,Consumer Defensive,1158168960.0,0.043,-0.16672,1.1764705,14.149,-0.10323,3.037,-0.02,399622124.63,283829199.23,-45772831.58,2024-09-30,-775749.585,-0.0867,1.231432828484918,0.25999999046325684,0.4099999964237213,-0.0395217219256161,-0.06697306740366521,-0.0006698069209176526,-10.849999523162843,-12.999999523162842,0.6341463237344898,0.16538462145088714
BEC.bk,SET,2025-02-05,Broadcasting,Communication Services,5954369536.0,2.165,0.049850002,1.3144922,36.991,0.03715,2.456,0.12,4366404000.0,2975556000.0,340187735.0,2024-09-30,215763000.0,0.0721,0.8388292973698235,4.0,3.504242420196533,0.05713245255324375,0.04633473009931953,0.03623607817679121,15.291666666666666,33.333333333333336,1.14147353988588,0.54125
BEM.bk,SET,2025-02-05,Railroads,Industrials,184126144512.0,0.155,0.22108999,2.6785715,192.535,0.102010004,0.308,0.25,123255223000.0,-11601694000.0,7015944607.0,2024-09-30,-5541334000.0,0.0452,0.46527127221153775,6.699999809265137,7.349999904632568,0.03810401084318991,0.06283674747978633,-0.03009531326844709,26.179999237060546,26.799999237060547,0.911564611727716,0.023134329016794488
BEYOND.bk,SET,2025-02-05,Lodging,Consumer Cyclical,7405472256.0,1.747,-0.020769998,0.35220996,86.97,-0.01085,0.45,-0.26,11956275945.0,-892114273.0,358814312.0,2024-09-30,129760538.5,-0.0092,0.10499397019192645,7.599999904632568,8.649999618530273,0.0484525901382298,0.032430320763302746,0.017522250305490848,-22.511538094740647,-29.230768863971416,0.8786127444851713,0.22986842393710016
BGC.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,16515102720.0,0.097,0.023340002,0.97276264,210.305,0.07096,0.49,0.48,13700011000.0,-6201000000.0,634734000.0,2024-09-30,20805000.0,0.0747,0.42529790290181557,6.75,6.051968574523926,0.038433548416948626,0.0846423615060706,0.0012597560156138103,13.860416666666666,14.0625,1.1153395654456095,0.01437037037037037
BGRIM.bk,SET,2025-02-05,Utilities - Independent Power Producers,Utilities,697657262080.0,0.466,0.022079999,15.481651,221.206,0.062329996,2.304,0.14,128947748000.0,26299678000.0,8084724486.0,2024-09-30,989515000.0,0.0477,1.3891568824288343,14.899999618530273,22.00788688659668,0.011588390066916452,0.05207638344999034,0.0014183397117516607,103.09999727521624,106.42856870378766,0.6770299981687349,0.031275168585941614
BH.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,128468844544.0,12.463,0.29328,5.4625254,0.552,0.31739,4.297,8.66,15842450000.0,11063827000.0,9142962024.0,2024-09-30,1558535500.0,0.1952,0.9845094877553322,175.5,243.03211975097656,0.07116871064305849,0.3398077713984733,0.01213162230525245,18.826443418013856,20.265588914549653,0.7221267714729497,0.07101424501424501
BIG.bk,SET,2025-02-05,Specialty Retail,Consumer Cyclical,1273805184.0,0.102,0.02643,0.6122449,19.075,0.054819997,2.872,0.03,830812000.0,1118291000.0,129279734.0,2024-09-30,-19221000.0,0.0199,0.19323456151916266,0.30000001192092896,0.4000000059604645,0.10149097807408515,0.06632781027990825,-0.015089434586568615,6.600000397364299,10.0000003973643,0.7500000186264513,0.3399999864896144
BIOTEC.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,1721910016.0,0.085,-0.01805,0.5714286,101.945,-0.07488,0.566,-0.06,1986379572.0,-694019116.0,-53412575.0,2024-09-30,83916302.0,-0.1069,1.1667246013560404,0.23000000417232513,0.1899999976158142,-0.03101937645038938,-0.04132947178321897,0.0487344293373342,-2.4166667362054186,-3.8333334028720856,1.2105263529391834,0.3695652106871904
BIZ.bk,SET,2025-02-05,Medical Devices,Healthcare,1780284416.0,0.879,0.122329995,2.4495678,22.103,0.23159,1.827,0.37,566798000.0,482498000.0,300302665.0,2024-09-30,58173000.0,0.2427,0.2012247787324629,3.4200000762939453,3.259999990463257,0.1686824095639334,0.28619442464280814,0.032676239525089454,6.86756777376742,9.243243449443096,1.0490797810732362,0.2570175381260579
BJC.bk,SET,2025-02-05,Conglomerates,Industrials,251491057664.0,1.016,0.025109999,0.72755575,130.774,0.039979998,0.64,0.99,289422667000.0,-24453360000.0,-606348991.0,2024-09-30,3737257000.0,-0.0072,1.0843319206380642,21.799999237060547,19.073684692382812,-0.0024110161078176443,-0.002288374445573049,0.014860397163676068,20.993938623293484,22.02020124955611,1.1429359134665,0.04660550621821924
BJCHI.bk,SET,2025-02-05,Metal Fabrication,Industrials,1486195200.0,0.286,0.13819,0.5016564,0.249,0.09347,6.715,0.24,1228595945.22,2256663415.87,627124948.08,2024-09-30,-42916888.05500001,0.0045,0.6403236128692131,1.059999942779541,1.4199999570846558,0.42196674304963444,0.17993637864697373,-0.028877019690953118,3.224999761581421,4.416666428248088,0.7464788555034775,0.2698113353195551
BLAND.bk,SET,2025-02-05,Real Estate - Diversified,Real Estate,18966417408.0,0.213,0.26212,0.1795977,6.839,0.02932,0.862,0.07,62804893000.0,2595261000.0,588868008.0,2024-09-30,199977000.0,0.0004,0.8066011069515967,0.5,0.5199999809265137,0.031047930419986252,0.00900407677939107,0.010543741377095817,4.1,7.142857142857142,0.9615384968074834,0.426
BLC.bk,SET,2025-02-05,Household & Personal Products,Consumer Defensive,2595873024.0,1.434,0.10682999,1.5384616,12.057,0.104720004,4.425,0.28,619771753.0,1204428329.0,225444330.0,2024-09-30,-12716721.5,0.2221,1.0108475544367672,4.139999866485596,4.585941314697266,0.08684721013534444,0.12358530855498558,-0.004898822624384265,9.664285237448555,14.785713808877126,0.9027590155193453,0.3463768227648056
BOFFICE.bk,SET,2025-02-05,REIT - Office,Real Estate,5226322432.0,0.824,0.50821,0.5045824,30.969,0.063379996,9.345,0.62,9618560504.0,-234408516.0,586464391.0,2024-09-30,144810298.5,0.0626,0.23928762244451826,4.900000095367432,4.254722595214844,0.11221358778194877,0.0624951931458423,0.02770787688362814,6.574193702205535,7.903225960270051,1.1516614739767785,0.1681632620332044
BPP.bk,SET,2025-02-05,Utilities - Independent Power Producers,Utilities,72207269888.0,2.607,0.09345999,0.5071056,72.807,0.07671,1.053,0.83,85225216000.0,1753529000.0,3189226000.0,2024-09-30,-100980000.0,0.0217,1.1266315160374927,8.5,11.236640930175781,0.04416765797885418,0.03666672817594689,-0.0013984741447312591,7.1000000000000005,10.240963855421688,0.7564538239513745,0.3067058823529412
BR.bk,SET,2025-02-05,Farm Products,Consumer Defensive,6412850688.0,0.319,0.030369999,0.33359045,102.966,0.048800003,0.926,0.22,7778429000.0,-405710000.0,567965668.0,2024-09-30,108056000.0,0.0554,0.44860744865757063,1.7300000190734863,2.299999952316284,0.08856680057478987,0.07703612032413008,0.016849916715229157,6.413636450334029,7.863636450334028,0.7521739369304064,0.18439306155085633
BRI.bk,SET,2025-02-05,Real Estate - Development,Real Estate,15303578624.0,0.318,0.21416001,0.5264837,224.745,0.19889,1.626,0.8,2288430000.0,9450656000.0,822157039.0,2024-09-30,279982000.0,0.2362,1.4826848303317648,3.4000000953674316,4.070573806762695,0.05372318849073925,0.07003586471723608,0.01829519793239179,3.852500119209289,4.2500001192092896,0.8352630996934147,0.09352940914127661
BROCK.bk,SET,2025-02-05,Real Estate - Development,Real Estate,1460685952.0,0.07,-0.26003,1.4898785,1.188,-0.01052,9.376,-0.01,943500230.26,315515533.12,-18458617.75,2024-09-30,-21166376.11,0.0233,0.27228262388358865,1.5499999523162842,1.5399999618530273,-0.01263695164913861,-0.014661149039504728,-0.014490709711432893,-147.99999523162842,-154.99999523162842,1.006493500461665,0.04516129171190852
BRR.bk,SET,2025-02-05,Confectioners,Consumer Defensive,9113133056.0,0.116,0.13314,1.132278,150.357,0.28464,1.438,1.49,5790871264.0,721220728.0,1244904318.0,2024-09-30,1012881320.0,0.0721,0.3405366863842057,4.179999828338623,4.28000020980835,0.13660552417594374,0.1911681099605695,0.11114523553819163,2.7275166633145123,2.805369012307801,0.9766354260355973,0.027751197311915967
BSBM.bk,SET,2025-02-05,Steel,Basic Materials,387840000.0,0.375,-0.04388,0.43156597,0.047,-0.01217,39.492,-0.04,741468000.0,1050416000.0,-64932292.0,2024-09-30,-16259500.0,0.017,-0.12042196265815348,0.699999988079071,0.7200000286102295,-0.16742030734323432,-0.036236883637556894,-0.041923215759075906,-8.124999701976776,-17.499999701976776,0.9722221670327386,0.5357142948374458
BSRC.bk,SET,2025-02-05,Oil & Gas Refining & Marketing,Energy,44988186624.0,0.614,-0.00071000005,0.72634476,110.095,-0.00595,1.351,-0.05,33736757000.0,8763002000.0,-3736445000.0,2024-09-30,3183833500.0,0.05,1.5607663732862325,5.199999809265137,6.870571136474609,-0.08305391438041884,-0.08791685148144017,0.07077043417219021,-91.71999618530273,-103.99999618530273,0.7568511708814549,0.11807692740795896
BTG.bk,SET,2025-02-05,Farm Products,Consumer Defensive,59311271936.0,0.862,-0.00858,1.2778077,90.05,-0.03453,1.248,0.43,32292214000.0,4642025000.0,2426420891.0,2024-09-30,-344608500.0,0.0929,0.6170714219774026,16.899999618530273,21.899999618530273,0.040909945307162465,0.06569570557552303,-0.005810168771491713,37.297673531465755,39.30232469425645,0.7716894937400207,0.05100591831107773
BTNC.bk,SET,2025-02-05,Apparel Retail,Consumer Cyclical,159852000.0,3.052,0.02263,0.34564957,4.464,0.014400001,6.873,0.6,308656000.0,209747000.0,-17007563.0,2024-09-30,-13425500.0,-0.0547,1.102769580731897,14.5,16.299999237060547,-0.10639568475840153,-0.0328076091380644,-0.0839870630333058,19.080000000000002,24.166666666666668,0.8895705937845707,0.21048275862068966
BTS.bk,SET,2025-02-05,Railroads,Industrials,240183214080.0,1.462,-0.28945,1.7397454,270.797,-0.09703,1.104,-0.43,216805944000.0,1207769000.0,712411382.0,2024-09-30,11231953000.0,0.013,0.8663440295838598,6.050000190734863,3.9800000190734863,0.0029661164487652775,0.0032677365666443194,0.04676410482315751,-10.669767885429915,-14.069767885429915,1.520100543151067,0.24165288494353224
BWG.bk,SET,2025-02-05,Waste Management,Industrials,5164346880.0,0.399,-0.00033,0.34437084,53.012,0.010930001,1.944,0.01,6542699000.0,1434594000.0,289081117.0,2024-09-30,166863000.0,0.0087,1.6518499500682626,0.28999999165534973,0.4099999964237213,0.0559763167961328,0.036237996648737864,0.03231057167097188,-10.900000834465029,28.999999165534973,0.7073170589875918,1.3758621085554763
BYD.bk,SET,2025-02-05,Capital Markets,Financial Services,3504091648.0,0.155,0.20563999,0.29172027,1.157,0.01392,59.509,0.05,456540000.0,12048577000.0,337062512.0,2024-09-30,-72949500.0,-0.1448,1.7790367680246686,0.7099999785423279,0.8100000023841858,0.09619112336641715,0.02695396708403448,-0.020818376723005162,11.099999570846556,14.199999570846558,0.8765431808055384,0.21830986575270636
CBG.bk,SET,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,79999180800.0,0.938,0.13328,6.3745537,33.925,0.21801001,1.074,2.8,13358618000.0,425838000.0,3245167533.0,2024-09-30,945385500.0,0.2427,0.774175412373426,71.5,62.20036315917969,0.04056500954819777,0.23542224176275073,0.011817439760583148,25.200714285714287,25.53571428571429,1.1495109733848532,0.013118881118881117
CCET.bk,SET,2025-02-05,Computer Hardware,Technology,108641050624.0,0.792,0.01234,3.1137002,73.32,0.07236,1.319,0.19,19597339000.0,18159050000.0,3928559936.0,2024-09-30,-837571500.0,0.0723,0.4928794550006222,7.699999809265137,3.219259262084961,0.03616091627829065,0.104050202894138,-0.007709530561323302,36.357893732974404,40.52631478560598,2.3918545175756405,0.10285714540499268
CCP.bk,SET,2025-02-05,Building Materials,Basic Materials,1463439744.0,0.078,0.03398,0.45977008,37.507,0.08663,0.953,0.04,1956751000.0,-46866000.0,192767000.0,2024-09-30,33370000.0,0.068,-0.0767457494732059,0.23999999463558197,0.27000001072883606,0.13172185653036358,0.1009312078999521,0.02280244207991115,4.049999865889549,5.999999865889549,0.8888888336994052,0.32500000726431627
CEN.bk,SET,2025-02-05,Steel,Basic Materials,1737766528.0,1.366,-0.059320003,0.89755636,9.467,-0.07351,6.401,0.01,1413655286.77,1556878721.7,-200043444.7,2024-09-30,-85622768.62,-0.0717,0.14445797616870756,1.909999966621399,1.9800000190734863,-0.11511525943029327,-0.06734258693204934,-0.049271733135833544,54.399996662139884,190.9999966621399,0.9646464384960749,0.7151832585716318
CENTEL.bk,SET,2025-02-05,Resorts & Casinos,Consumer Cyclical,74441728000.0,2.005,0.06122,1.9555372,135.55,0.06822,0.561,1.08,51819998000.0,-4323652000.0,1633792031.0,2024-09-30,-219510500.0,-0.0111,1.3801049091476356,29.5,37.5,0.02194726096363588,0.03439826783727742,-0.0029487561062526654,25.458333333333332,27.314814814814813,0.7866666666666666,0.06796610169491525
CFRESH.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,2857744128.0,0.073,0.01919,0.37955076,51.599,0.05999,1.46,-0.02,2088789000.0,787223000.0,228814259.0,2024-09-30,-36499500.0,0.0477,0.7086298421424068,1.0,1.8300000429153442,0.08006814072613852,0.07955956338151579,-0.012772137170147656,-46.35,-50.0,0.5464480746169359,0.073
CGD.bk,SET,2025-02-05,Real Estate - Development,Real Estate,2755706880.0,0.341,-0.015269999,0.52224374,52.295,0.02724,0.707,-0.01,9717348606.0,-2886686558.0,88396342.0,2024-09-30,-82034206.5,0.1561,0.5674770639269554,0.27000001072883606,0.3199999928474426,0.03207755608608126,0.012941108984579645,-0.02976884337567862,7.099998927116396,-27.000001072883606,0.843750052386896,1.2629629127773259
CGH.bk,SET,2025-02-05,Capital Markets,Financial Services,4087986176.0,0.253,-0.04146,0.40287772,34.267,-0.01271,1.608,0.05,4041800000.0,2600757000.0,42691747.0,2024-09-30,-39171000.0,0.0141,0.4715264129009226,0.5600000023841858,0.6800000071525574,0.010443221958684041,0.006427004992204056,-0.009581979564893714,6.140000047683715,11.200000047683716,0.8235294066085947,0.45178571236224807
CH.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,1907553024.0,0.194,0.06798,1.2468355,30.788,0.11299,2.63,0.14,900634000.0,662493000.0,158786965.0,2024-09-30,97771000.0,0.0742,0.26376433940457067,1.9600000381469727,2.5799999237060547,0.08324118019379366,0.1015828944161287,0.05125466960545155,12.61428598676409,14.000000272478374,0.7596899597312856,0.09897958991032056
CHASE.bk,SET,2025-02-05,Credit Services,Financial Services,2936862976.0,0.036,0.18929,0.3877791,18.134,0.04287,1.193,0.06,3761764517.0,125597239.0,176668195.0,2024-09-30,-255137784.5,0.1832,1.9132098062097458,0.6600000262260437,1.3200000524520874,0.060155409511349296,0.045446810996511745,-0.08687425548450238,10.400000437100728,11.000000437100729,0.5,0.054545452378013
CHAYO.bk,SET,2025-02-05,Credit Services,Financial Services,8973017088.0,0.465,0.15333,0.795107,108.581,0.08868,2.542,0.26,7878284197.0,1278676426.0,759026579.0,2024-09-30,-42884859.5,0.0769,2.0626233861039074,2.359999895095825,2.380000114440918,0.0845898956344437,0.08289066757516841,-0.004779313254329111,7.288461134983942,9.07692267344548,0.9915965468977337,0.1970339070634235
CHG.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,28771962880.0,0.131,0.12393,3.1871345,9.99,0.13961,2.498,0.1,6275870000.0,2570989000.0,1518292630.0,2024-09-30,355533500.0,0.361,1.0968263708457247,2.240000009536743,2.3022899627685547,0.05276986614824939,0.1716193996083808,0.012356942815574772,21.09000009536743,22.40000009536743,0.972944349217895,0.05848214260815662
CHOTI.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,1655689984.0,0.977,-0.01007,0.5397445,119.723,-0.02577,1.225,-13.26,905891000.0,303892000.0,-97403772.0,2024-09-30,122633500.0,0.0427,0.5519737942871488,70.0,66.0,-0.058829716276160064,-0.08051342430832636,0.07406791197934794,-5.205354449472097,-5.279034690799397,1.0606060606060606,0.013957142857142857
CI.bk,SET,2025-02-05,Real Estate - Development,Real Estate,8341127168.0,0.341,-0.06662,0.30060118,295.773,-0.07061,1.405,-0.19,5399448000.0,2207313000.0,99466185.0,2024-09-30,-434739000.0,-0.0255,1.490322341575934,0.4300000071525574,0.5699999928474426,0.011924789419539516,0.013076023421795426,-0.05211993430190561,-0.4684210902766176,-2.2631579323818807,0.7543859869269236,0.7930232426229205
CITY.bk,SET,2025-02-05,Metal Fabrication,Industrials,-443361760.0,3.37,-0.33176997,0.40149394,0.041,-0.01682,434.21,-0.09,268240000.0,1008569000.0,-40901404.0,2024-10-31,-6454404.5,-0.0225,0.05001285834695374,1.7599999904632568,2.140000104904175,0.09225289073193862,-0.03203408183996197,0.014557873687617984,17.888888994852703,-19.555555449591743,0.8224298617695939,1.9147727376481227
CIVIL.bk,SET,2025-02-05,Engineering & Construction,Industrials,3296118016.0,0.258,0.01706,0.6534422,118.783,0.043420002,1.091,0.16,1621774000.0,545258000.0,97499931.0,2024-09-30,40543000.0,0.0951,0.43871169951306005,1.7000000476837158,1.8300000429153442,0.029580230600578107,0.044992381746093275,0.012300227055947745,9.012500298023223,10.625000298023224,0.9289617529054658,0.1517647016254677
CK.bk,SET,2025-02-05,Engineering & Construction,Industrials,82344280064.0,3.907,0.03818,1.0768414,220.632,0.059,1.304,1.03,67402974000.0,4373543000.0,664423377.0,2024-09-30,5111963500.0,-0.0031,0.9469847178152047,16.399999618530273,17.064922332763672,0.008068846755155231,0.009256835031435142,0.06208037153311507,12.129125843233275,15.922329726728421,0.9610357022863922,0.238231712858426
CKP.bk,SET,2025-02-05,Utilities - Independent Power Producers,Utilities,60012044288.0,1.106,0.10925,0.8467501,82.937,0.05184,1.953,0.16,59706143000.0,6891005000.0,2282470175.0,2024-09-30,959078000.0,0.0192,0.9020864080884522,2.859999895095825,3.7200000286102295,0.038033534802553,0.03427279160663156,0.01598142525186027,10.962499344348906,17.874999344348907,0.7688171701881155,0.3867133008978461
CM.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,445159904.0,0.941,0.11196,0.46713284,1.706,0.11344,7.866,0.33,638136339.0,830475853.0,118139501.0,2024-09-30,34039245.5,0.0072,0.27202735726419836,1.7000000476837158,2.0799999237060547,0.26538666204762235,0.0804429526348369,0.07646520990354064,2.3000001444961087,5.15151529601126,0.8173077452112251,0.5535293962386244
CMAN.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,5127847936.0,0.161,0.06858,0.892495,118.977,0.09340999,0.574,0.14,5020285000.0,-966391000.0,492958976.0,2024-09-30,80610500.0,0.0487,0.2767976324916998,2.240000009536743,2.240000009536743,0.0961336962703568,0.12160134823456163,0.015720142446907382,14.850000068119593,16.000000068119594,1.0,0.07187499969399401
CMC.bk,SET,2025-02-05,Real Estate - Diversified,Real Estate,5821492736.0,0.207,-0.09146,0.46576616,221.382,-0.069460005,2.828,-0.21,2825308000.0,2970986000.0,-46815232.0,2024-09-30,19144000.0,0.0117,0.3909050244037599,1.0099999904632568,1.149999976158142,-0.008041791705844705,-0.008076752490470636,0.003288503630969746,-3.8238094783964613,-4.809523764110747,0.878260879480546,0.2049504969847131
CMR.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,12959952896.0,0.059,0.05215,1.5069767,59.362,0.06497,0.368,0.06,10116007657.5,-1956051004.12,597186969.64,2024-09-30,135805805.15,0.0543,0.7542809210258083,1.649999976158142,1.75,0.04607940896330862,0.07318506641731172,0.010478881076173936,26.51666626930237,27.499999602635704,0.9428571292332241,0.035757576274258816
CNT.bk,SET,2025-02-05,Engineering & Construction,Industrials,2206004736.0,0.128,0.0092,0.5490438,66.909,0.026800001,0.908,0.08,2529775000.0,-474150000.0,12718109.0,2024-09-30,38274500.0,-0.0296,1.12158528327466,0.8999999761581421,1.0700000524520874,0.005765222890255844,0.006186979142596534,0.017350144075121334,9.649999701976776,11.249999701976776,0.8411214318126796,0.14222222598982456
COCOCO.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,15869766656.0,0.397,0.12595001,4.0783687,46.382,0.22476,1.2,0.29,3411922000.0,486898000.0,817867000.0,2024-09-30,-141884000.0,0.1408,0.5288181095244783,10.399999618530273,11.899999618530273,0.05153617048873135,0.20977295694594775,-0.008940522130888223,34.493102132863015,35.86206765010439,0.8739495757912251,0.038173078323257094
COM7.bk,SET,2025-02-05,Specialty Retail,Consumer Cyclical,69702778880.0,0.711,0.03852,6.7575574,105.576,0.39387,1.144,1.23,6899005000.0,2286546000.0,3643198851.0,2024-09-30,660542500.0,0.4416,1.291358728408497,22.100000381469727,19.200000762939453,0.05226762705217414,0.3966227884424135,0.009476559049922343,17.389431204446932,17.967479984934737,1.1510416407965962,0.03217194514603515
CPALL.bk,SET,2025-02-05,Grocery Stores,Consumer Defensive,1145175277568.0,6.024,0.023529999,4.4230084,139.82,0.08776,0.557,2.54,787443371000.0,-89211619000.0,48079688528.0,2024-09-30,9996339000.0,0.0531,1.2019331117832501,52.5,56.5,0.04198456731453937,0.06885921241805687,0.008729090817633742,18.29763779527559,20.669291338582678,0.9292035398230089,0.11474285714285715
CPAXT.bk,SET,2025-02-05,Food Distribution,Consumer Defensive,406871015424.0,1.875,0.01963,0.9273598,51.348,0.03373,0.574,0.9,467618039000.0,-47697759000.0,17774142357.0,2024-09-30,2178326500.0,0.0436,2.079791240890212,26.75,32.25,0.04368495587840677,0.042327420711855114,0.00535385028036457,27.63888888888889,29.72222222222222,0.8294573643410853,0.07009345794392523
CPF.bk,SET,2025-02-05,Farm Products,Consumer Defensive,717692010496.0,3.793,0.01092,0.81073743,167.667,0.03363,0.781,1.83,664349409000.0,-65484986000.0,24091674000.0,2024-09-30,12131559000.0,0.0402,0.7295198881136302,21.200000762939453,22.193201065063477,0.03356826277521209,0.04022892840972789,0.016903572594622905,9.512022274830302,11.584699870458717,0.95524754183895,0.17891508790087834
